일자,전체사용자,신규사용자,오늘사용자,전체 채팅세션,오늘 신규 채팅세션,전체채팅/전체사용자,오늘채팅/오늘사용자,오늘사용자/전체사용자,
2025-05-06 22:50,2582,56,161,5061,112,1.96,0.70,0.062,,
2025-05-06 23:50,2593,67,191,5086,137,1.96,0.72,0.074,,
2025-05-07 0:50,2595,1,11,5091,3,1.96,0.27,0.004,,
2025-05-07 1:50,2598,4,23,5094,6,1.96,0.26,0.009,,
2025-05-07 2:50,2599,5,25,5094,6,1.96,0.24,0.010,,
2025-05-07 3:50,2599,5,26,5095,7,1.96,0.27,0.010,,
2025-05-07 4:50,2599,5,26,5096,8,1.96,0.31,0.010,,
2025-05-07 5:50,2599,5,27,5097,9,1.96,0.33,0.010,,
2025-05-07 6:50,2602,8,33,5102,14,1.96,0.42,0.013,,
2025-05-07 7:50,2608,14,46,5112,24,1.96,0.52,0.018,,
2025-05-07 8:50,2610,16,57,5117,29,1.96,0.51,0.022,,
2025-05-07 9:50,2614,20,72,5120,32,1.96,0.44,0.028,,
2025-05-07 10:50,2615,21,86,5125,37,1.96,0.43,0.033,,
2025-05-07 11:50,2616,22,99,5133,45,1.96,0.45,0.038,,
2025-05-07 12:50,2618,24,109,5141,53,1.96,0.49,0.042,,
2025-05-07 13:50,2619,25,116,5145,57,1.96,0.49,0.044,,
2025-05-07 14:50,2625,31,129,5150,62,1.96,0.48,0.049,,
2025-05-07 15:50,2626,32,135,5156,68,1.96,0.50,0.051,,
2025-05-07 16:50,2628,34,143,5166,78,1.97,0.55,0.054,,
2025-05-07 17:50,2629,35,151,5176,88,1.97,0.58,0.057,,
2025-05-07 18:50,2634,40,167,5184,96,1.97,0.57,0.063,,
2025-05-07 19:50,2638,44,177,5196,108,1.97,0.61,0.067,,
2025-05-07 20:50,2643,49,189,5197,109,1.97,0.58,0.072,,
2025-05-07 21:50,2652,58,217,5215,127,1.97,0.59,0.082,,
2025-05-07 22:50,2677,83,262,5244,156,1.96,0.60,0.098,,
2025-05-07 23:50,2689,95,284,5253,165,1.95,0.58,0.106,,
2025-05-08 0:50,2700,7,17,5268,10,1.95,0.59,0.006,,
2025-05-08 1:50,2704,11,26,5276,18,1.95,0.69,0.010,,
2025-05-08 2:50,2705,12,35,5281,23,1.95,0.66,0.013,,
2025-05-08 3:50,2705,12,37,5281,23,1.95,0.62,0.014,,
2025-05-08 4:50,2706,13,38,5281,23,1.95,0.61,0.014,,
2025-05-08 5:50,2708,15,43,5283,25,1.95,0.58,0.016,,
2025-05-08 6:50,2711,18,54,5289,31,1.95,0.57,0.020,,
2025-05-08 7:50,2721,28,75,5304,46,1.95,0.61,0.028,,
2025-05-08 8:52,2730,37,99,5318,60,1.95,0.61,0.036,,
2025-05-08 9:50,2741,48,124,5326,68,1.94,0.55,0.045,,
2025-05-08 10:50,2745,52,144,5342,84,1.95,0.58,0.052,,
2025-05-08 11:51,2748,55,163,5360,102,1.95,0.63,0.059,,
2025-05-08 12:50,2752,59,175,5370,112,1.95,0.64,0.064,,
2025-05-08 13:50,2756,63,185,5387,129,1.95,0.70,0.067,,
2025-05-08 14:50,2762,69,203,5403,145,1.96,0.71,0.073,,
2025-05-08 15:50,2764,71,216,5418,160,1.96,0.74,0.078,,
2025-05-08 16:51,2766,73,230,5438,180,1.97,0.78,0.083,,
2025-05-08 17:50,2775,82,250,5456,198,1.97,0.79,0.090,,
2025-05-08 18:50,2779,86,266,5478,220,1.97,0.83,0.096,,
2025-05-08 19:51,2782,89,277,5485,227,1.97,0.82,0.100,,
2025-05-08 20:50,2792,99,292,5507,249,1.97,0.85,0.105,,
2025-05-08 21:50,2797,104,303,5516,258,1.97,0.85,0.108,,
2025-05-08 22:50,2803,110,317,5529,271,1.97,0.85,0.113,,
2025-05-08 23:50,2806,113,332,5540,282,1.97,0.85,0.118,,
2025-05-09 0:50,2811,4,13,5554,14,1.98,1.08,0.005,,
2025-05-09 1:50,2813,6,22,5557,17,1.98,0.77,0.008,,
2025-05-09 2:50,2814,7,27,5563,23,1.98,0.85,0.010,,
2025-05-09 3:50,2814,7,29,5565,25,1.98,0.86,0.010,,
2025-05-09 4:50,2814,7,30,5565,25,1.98,0.83,0.011,,
2025-05-09 5:50,2814,7,34,5568,28,1.98,0.82,0.012,,
2025-05-09 6:50,2814,7,39,5573,33,1.98,0.85,0.014,,
2025-05-09 7:50,2814,7,43,5576,36,1.98,0.84,0.015,,
2025-05-09 8:50,2817,10,54,5580,40,1.98,0.74,0.019,,
2025-05-09 9:51,2821,14,70,5593,53,1.98,0.76,0.025,,
2025-05-09 10:50,2825,18,90,5605,65,1.98,0.72,0.032,,
2025-05-09 11:50,2828,21,99,5610,70,1.98,0.71,0.035,,
2025-05-09 12:51,2834,27,116,5622,82,1.98,0.71,0.041,,
2025-05-09 13:50,2840,33,131,5635,95,1.98,0.73,0.046,,
2025-05-09 14:50,2844,37,144,5645,105,1.98,0.73,0.051,,
2025-05-09 15:51,2849,42,159,5659,119,1.99,0.75,0.056,,
2025-05-09 16:51,2863,56,188,5673,133,1.98,0.71,0.066,,
2025-05-09 17:50,2888,81,233,5716,176,1.98,0.76,0.081,,
2025-05-09 18:50,2895,88,247,5731,191,1.98,0.77,0.085,,
2025-05-09 19:50,2902,95,260,5734,194,1.98,0.75,0.090,,
2025-05-09 20:50,2922,115,291,5761,221,1.97,0.76,0.100,,
2025-05-09 21:50,2928,121,308,5773,233,1.97,0.76,0.105,,
2025-05-09 22:50,2930,123,315,5778,238,1.97,0.76,0.108,,
2025-05-09 23:50,2948,141,341,5797,257,1.97,0.75,0.116,,
2025-05-10 0:50,2955,6,15,5812,10,1.97,0.67,0.005,,
2025-05-10 1:50,2961,12,27,5823,21,1.97,0.78,0.009,,
2025-05-10 2:50,2962,13,28,5825,23,1.97,0.82,0.009,,
2025-05-10 3:50,2964,15,31,5825,23,1.97,0.74,0.010,,
2025-05-10 4:50,2964,15,32,5826,24,1.97,0.75,0.011,,
2025-05-10 5:50,2966,17,35,5827,25,1.96,0.71,0.012,,
2025-05-10 6:50,2968,19,40,5828,26,1.96,0.65,0.013,,
2025-05-10 7:50,2970,21,47,5832,30,1.96,0.64,0.016,,
2025-05-10 8:50,2971,22,57,5842,40,1.97,0.70,0.019,,
2025-05-10 9:50,2978,29,69,5849,47,1.96,0.68,0.023,,
2025-05-10 10:50,2984,35,85,5866,64,1.97,0.75,0.028,,
2025-05-10 11:50,2992,43,104,5874,72,1.96,0.69,0.035,,
2025-05-10 12:50,2996,47,116,5882,80,1.96,0.69,0.039,,
2025-05-10 13:50,3001,52,134,5896,94,1.96,0.70,0.045,,
2025-05-10 14:50,3017,68,167,5908,106,1.96,0.63,0.055,,
2025-05-10 15:50,3059,110,236,5974,172,1.95,0.73,0.077,,
2025-05-10 16:50,3099,150,291,6022,220,1.94,0.76,0.094,,
2025-05-10 17:50,3137,188,351,6073,271,1.94,0.77,0.112,,
2025-05-10 18:50,3150,201,374,6093,291,1.93,0.78,0.119,,
2025-05-10 19:50,3189,240,422,6151,349,1.93,0.83,0.132,,
2025-05-10 20:50,3214,265,457,6189,387,1.93,0.85,0.142,,
2025-05-10 21:51,3236,287,488,6222,420,1.92,0.86,0.151,,
2025-05-10 22:50,3257,308,523,6251,449,1.92,0.86,0.161,,
2025-05-10 23:50,3285,336,560,6296,494,1.92,0.88,0.170,,
2025-05-11 0:50,3292,6,20,6315,15,1.92,0.75,0.006,,
2025-05-11 1:50,3295,9,28,6324,24,1.92,0.86,0.008,,
2025-05-11 2:50,3298,12,39,6334,34,1.92,0.87,0.012,,
2025-05-11 3:50,3301,15,43,6340,40,1.92,0.93,0.013,,
2025-05-11 4:50,3301,15,45,6341,41,1.92,0.91,0.014,,
2025-05-11 5:50,3303,17,48,6343,43,1.92,0.90,0.015,,
2025-05-11 6:50,3304,18,53,6346,46,1.92,0.87,0.016,,
2025-05-11 7:50,3307,21,64,6353,53,1.92,0.83,0.019,,
2025-05-11 8:50,3311,25,71,6359,59,1.92,0.83,0.021,,
2025-05-11 9:50,3322,36,89,6376,76,1.92,0.85,0.027,,
2025-05-11 10:50,3334,48,117,6390,90,1.92,0.77,0.035,,
2025-05-11 11:51,3341,55,136,6406,106,1.92,0.78,0.041,,
2025-05-11 12:50,3344,58,149,6421,121,1.92,0.81,0.045,,
2025-05-11 13:50,3356,70,172,6446,146,1.92,0.85,0.051,,
2025-05-11 14:50,3372,86,195,6469,169,1.92,0.87,0.058,,
2025-05-11 15:50,3377,91,215,6484,184,1.92,0.86,0.064,,
2025-05-11 16:50,3390,104,240,6506,206,1.92,0.86,0.071,,
2025-05-11 17:50,3394,108,256,6528,228,1.92,0.89,0.075,,
2025-05-11 18:50,3412,126,279,6553,253,1.92,0.91,0.082,,
2025-05-11 19:50,3422,136,300,6575,275,1.92,0.92,0.088,,
2025-05-11 20:50,3428,142,316,6599,299,1.93,0.95,0.092,,
2025-05-11 21:50,3438,152,336,6616,316,1.92,0.94,0.098,,
2025-05-11 22:50,3454,168,365,6639,339,1.92,0.93,0.106,,
2025-05-11 23:50,3465,179,393,6676,376,1.93,0.96,0.113,,
2025-05-12 0:50,3471,6,28,6700,21,1.93,0.75,0.008,,
2025-05-12 1:50,3475,10,39,6716,37,1.93,0.95,0.011,,
2025-05-12 2:50,3476,11,44,6724,45,1.93,1.02,0.013,,
2025-05-12 3:50,3476,11,44,6724,45,1.93,1.02,0.013,,
2025-05-12 4:50,3476,11,45,6732,53,1.94,1.18,0.013,,
2025-05-12 5:50,3478,13,48,6733,54,1.94,1.125,0.014,,
2025-05-12 6:50,3480,15,61,6738,59,1.94,0.97,0.018,,
2025-05-12 7:50,3488,23,83,6743,64,1.93,0.77,0.024,,
2025-05-12 8:50,3492,27,106,6748,69,1.93,0.65,0.030,,
2025-05-12 9:50,3505,40,144,6773,94,1.93,0.65,0.041,,
2025-05-12 10:50,3534,69,205,6827,148,1.93,0.72,0.058,,
2025-05-12 11:50,3572,107,278,6885,206,1.93,0.74,0.078,,
2025-05-12 12:50,3585,120,312,6935,256,1.93,0.82,0.087,,
2025-05-12 13:50,3605,140,356,6989,310,1.94,0.87,0.099,,
2025-05-12 14:50,3618,153,388,7041,362,1.95,0.93,0.107,,
2025-05-12 15:50,3629,164,413,7076,397,1.95,0.96,0.114,,
2025-05-12 16:50,3641,176,442,7099,420,1.95,0.95,0.121,,
2025-05-12 17:50,3653,188,473,7124,445,1.95,0.94,0.129,,
2025-05-12 18:50,3660,195,495,7152,473,1.95,0.96,0.135,,
2025-05-12 19:50,3668,203,515,7170,491,1.95,0.95,0.140,,
2025-05-12 20:50,3671,206,533,7186,507,1.96,0.95,0.145,,
2025-05-12 21:50,3678,213,557,7208,529,1.96,0.95,0.151,,
2025-05-12 22:50,3693,228,598,7244,565,1.96,0.94,0.162,,
2025-05-12 23:50,3701,236,624,7279,600,1.97,0.96,0.169,,
2025-05-13 0:50,3705,2,23,7303,16,1.97,0.70,0.006,,
2025-05-13 1:50,3705,2,29,7305,18,1.97,0.62,0.008,,
2025-05-13 2:52,3707,4,35,7311,24,1.97,0.69,0.009,,
2025-05-13 3:50,3708,5,37,7314,27,1.97,0.73,0.010,,
2025-05-13 4:50,3709,6,40,7316,29,1.97,0.73,0.011,,
2025-05-13 5:50,3710,7,45,7318,31,1.97,0.69,0.012,,
2025-05-13 6:50,3711,8,52,7320,33,1.97,0.63,0.014,,
2025-05-13 7:50,3716,13,76,7336,49,1.97,0.64,0.020,,
2025-05-13 8:50,3726,23,109,7378,91,1.98,0.83,0.029,,
2025-05-13 9:50,3733,30,144,7412,125,1.99,0.87,0.039,,
2025-05-13 10:50,3742,39,178,7457,170,1.99,0.96,0.048,,
2025-05-13 11:50,3751,48,211,7500,213,2.00,1.01,0.056,,
2025-05-13 12:50,3753,50,232,7519,232,2.00,1.00,0.062,,
2025-05-13 13:50,3756,53,253,7547,260,2.01,1.03,0.067,,
2025-05-13 14:50,3763,60,282,7574,287,2.01,1.02,0.075,,
2025-05-13 15:50,3769,66,303,7606,319,2.02,1.05,0.080,,
2025-05-13 16:50,3771,68,317,7624,337,2.02,1.06,0.084,,
2025-05-13 17:50,3776,73,333,7644,357,2.02,1.07,0.088,,
2025-05-13 18:50,3779,76,348,7657,370,2.03,1.06,0.092,,
2025-05-13 19:50,3780,77,353,7673,386,2.03,1.09,0.093,,
2025-05-13 20:50,3782,79,361,7690,403,2.03,1.12,0.095,,
2025-05-13 21:50,3788,85,379,7702,415,2.03,1.09,0.1,,
2025-05-13 22:50,3795,92,410,7719,432,2.03,1.05,0.108,,
2025-05-13 23:50,3796,93,428,7739,452,2.04,1.06,0.113,,
2025-05-14 0:50,3797,0,11,7752,10,2.04,0.91,0.003,,
2025-05-14 1:50,3801,4,24,7759,17,2.04,0.71,0.006,,
2025-05-14 2:50,3801,4,26,7769,27,2.04,1.04,0.007,,
2025-05-14 3:50,3801,4,28,7773,31,2.04,1.11,0.007,,
2025-05-14 4:50,3802,5,30,7776,34,2.05,1.13,0.008,,
2025-05-14 5:50,3802,5,34,7777,35,2.05,1.03,0.009,,
2025-05-14 6:50,3802,5,40,7781,39,2.05,0.98,0.011,,
2025-05-14 7:51,3802,5,58,7787,45,2.05,0.78,0.015,,
2025-05-14 9:50,3814,17,139,7839,97,2.06,0.70,0.036,,
2025-05-14 10:51,3830,33,197,7893,151,2.06,0.77,0.051,,
2025-05-14 11:51,3838,41,238,7926,184,2.07,0.77,0.062,,
2025-05-14 12:51,3845,48,268,7956,214,2.07,0.80,0.07,,
2025-05-14 13:51,3850,53,294,7995,253,2.08,0.86,0.076,,
2025-05-14 14:50,3852,55,314,8039,297,2.09,0.95,0.082,,
2025-05-14 15:51,3859,62,341,8074,332,2.09,0.97,0.088,,
2025-05-14 16:51,3861,64,351,8099,357,2.10,1.02,0.091,,
2025-05-14 17:50,3864,67,366,8114,372,2.10,1.02,0.095,,
2025-05-14 18:50,3876,79,389,8128,386,2.10,0.99,0.1,,
2025-05-14 19:50,3883,86,403,8136,394,2.10,0.98,0.104,,
2025-05-14 20:50,3887,90,423,8153,411,2.10,0.97,0.109,,
2025-05-14 22:51,3893,96,473,8198,456,2.11,0.96,0.122,,
2025-05-14 22:58,3893,96,476,8200,458,2.11,0.96,0.122,,
2025-05-14 23:52,3897,100,493,8228,486,2.11,0.99,0.127,,
2025-05-15 0:50,3901,4,33,8257,28,2.12,0.85,0.008,,
2025-05-15 1:50,3911,14,52,8285,56,2.12,1.08,0.013,,
2025-05-15 2:50,3919,22,64,8295,66,2.12,1.03,0.016,,
2025-05-15 3:50,3922,25,69,8301,72,2.12,1.04,0.018,,
2025-05-15 4:50,3923,26,74,8304,75,2.12,1.01,0.019,,
2025-05-15 5:50,3927,30,83,8308,79,2.12,0.95,0.021,,
2025-05-15 6:50,3936,39,105,8324,95,2.11,0.90,0.027,,
2025-05-15 7:50,3948,51,135,8352,123,2.12,0.91,0.034,,
2025-05-15 8:50,3955,58,176,8395,166,2.12,0.94,0.045,,
2025-05-15 9:50,3966,69,221,8433,204,2.13,0.92,0.056,,
2025-05-15 10:50,3983,86,274,8499,270,2.13,0.99,0.069,,
2025-05-15 11:50,3993,96,309,8547,318,2.14,1.03,0.077,,
2025-05-15 12:50,3998,101,333,8579,350,2.15,1.05,0.083,,
2025-05-15 13:50,4016,119,370,8625,396,2.15,1.07,0.092,,
2025-05-15 14:51,4025,128,404,8675,446,2.16,1.10,0.1,,
2025-05-15 15:50,4030,133,424,8710,481,2.16,1.13,0.105,,
2025-05-15 16:50,4036,139,451,8748,519,2.17,1.15,0.112,,
2025-05-15 17:50,4044,147,478,8781,552,2.17,1.15,0.118,,
2025-05-15 18:50,4051,154,497,8803,574,2.17,1.15,0.123,,
2025-05-15 19:50,4056,159,524,8829,600,2.18,1.15,0.129,,
2025-05-15 20:50,4058,161,542,8859,630,2.18,1.16,0.134,,
2025-05-15 21:50,4060,163,557,8885,656,2.19,1.18,0.137,,
2025-05-15 22:50,4064,167,576,8920,691,2.19,1.20,0.142,,
2025-05-15 23:50,4073,176,608,8960,731,2.20,1.20,0.149,,
2025-05-16 0:50,4080,5,30,8991,22,2.20,0.73,0.007,,
2025-05-16 1:50,4084,9,45,9004,35,2.20,0.78,0.011,,
2025-05-16 2:50,4084,9,51,9005,36,2.20,0.71,0.012,,
2025-05-16 3:50,4087,12,55,9010,41,2.20,0.75,0.013,,
2025-05-16 4:50,4089,14,61,9015,46,2.20,0.75,0.015,,
2025-05-16 5:50,4089,14,68,9023,54,2.21,0.79,0.017,,
2025-05-16 6:50,4090,15,80,9034,65,2.21,0.81,0.02,,
2025-05-16 7:50,4097,22,102,9052,83,2.21,0.81,0.025,,
2025-05-16 8:50,4113,38,157,9097,128,2.21,0.82,0.038,,
2025-05-16 9:51,4123,48,210,9129,160,2.21,0.76,0.051,,
2025-05-16 10:50,4136,61,262,9177,208,2.22,0.79,0.063,,
2025-05-16 11:50,4143,68,300,9214,245,2.22,0.82,0.072,,
2025-05-16 12:51,4152,77,334,9254,285,2.23,0.85,0.08,,
2025-05-16 14:51,4168,93,396,9347,378,2.24,0.95,0.095,,
2025-05-16 15:50,4171,96,417,9384,415,2.25,1.00,0.1,,
2025-05-16 16:50,4188,113,456,9432,463,2.25,1.02,0.109,,
2025-05-16 17:50,4208,133,498,9484,515,2.25,1.03,0.118,,
2025-05-16 18:50,4218,143,525,9532,563,2.26,1.07,0.124,,
2025-05-16 19:50,4229,154,548,9573,604,2.26,1.10,0.13,,
2025-05-16 20:50,4232,157,561,9594,625,2.27,1.11,0.133,,
2025-05-16 21:50,4240,165,585,9618,649,2.27,1.11,0.138,,
2025-05-16 22:50,4247,172,614,9650,681,2.27,1.11,0.145,,
2025-05-16 23:50,4258,183,634,9692,723,2.28,1.14,0.149,,
2025-05-17 0:50,4266,4,26,9714,19,2.28,0.73,0.006,,
2025-05-17 1:50,4270,8,38,9729,34,2.28,0.89,0.009,,
2025-05-17 2:50,4270,8,43,9736,41,2.28,0.95,0.01,,
2025-05-17 3:50,4271,9,47,9736,41,2.28,0.87,0.011,,
2025-05-17 4:50,4272,10,51,9741,46,2.28,0.90,0.012,,
2025-05-17 5:50,4274,12,55,9745,50,2.28,0.91,0.013,,
2025-05-17 6:50,4279,17,68,9752,57,2.28,0.84,0.016,,
2025-05-17 7:51,4282,20,82,9769,74,2.28,0.90,0.019,,
2025-05-17 8:50,4290,28,101,9784,89,2.28,0.88,0.024,,
2025-05-17 9:50,4295,33,115,9800,105,2.28,0.91,0.027,,
2025-05-17 10:50,4300,38,137,9814,119,2.28,0.87,0.032,,
2025-05-17 11:51,4306,44,164,9835,140,2.28,0.85,0.038,,
2025-05-17 12:51,4308,46,182,9849,154,2.29,0.85,0.042,,
2025-05-17 13:50,4312,50,195,9865,170,2.29,0.87,0.045,,
2025-05-17 14:50,4318,56,214,9889,194,2.29,0.91,0.05,,
2025-05-17 15:50,4323,61,230,9908,213,2.29,0.93,0.053,,
2025-05-17 16:50,4326,64,249,9936,241,2.30,0.97,0.058,,
2025-05-17 17:50,4332,70,265,9953,258,2.30,0.97,0.061,,
2025-05-17 19:50,4335,73,287,9968,273,2.30,0.95,0.066,,
2025-05-17 20:50,4337,75,294,9987,292,2.30,0.99,0.068,,
2025-05-17 21:50,4343,81,305,10005,310,2.30,1.02,0.07,,
2025-05-17 22:50,4352,90,332,10045,350,2.31,1.05,0.076,,
2025-05-17 23:50,4358,96,348,10081,386,2.31,1.11,0.08,,
2025-05-18 0:50,4361,3,10,10088,7,2.31,0.70,0.002,,
2025-05-18 1:50,4364,6,19,10099,18,2.31,0.95,0.004,,
2025-05-18 2:50,4364,6,21,10101,20,2.31,0.95,0.005,,
2025-05-18 3:50,4365,7,24,10102,21,2.31,0.88,0.005,,
2025-05-18 4:50,4365,7,25,10102,21,2.31,0.84,0.006,,
2025-05-18 5:50,4365,7,27,10102,21,2.31,0.78,0.006,,
2025-05-18 6:50,4367,9,35,10111,30,2.32,0.86,0.008,,
2025-05-18 7:50,4370,12,46,10129,48,2.32,1.04,0.011,,
2025-05-18 8:50,4372,14,65,10145,64,2.32,0.98,0.015,,
2025-05-18 9:50,4377,19,83,10165,84,2.32,1.01,0.019,,
2025-05-18 10:50,4381,23,101,10190,109,2.33,1.08,0.023,,
2025-05-18 11:50,4385,27,116,10205,124,2.33,1.07,0.026,,
2025-05-18 12:50,4389,31,134,10220,139,2.33,1.04,0.031,,
2025-05-18 13:50,4393,35,142,10241,160,2.33,1.13,0.032,,
2025-05-18 14:50,4397,39,157,10262,181,2.33,1.15,0.036,,
2025-05-18 15:50,4402,44,182,10285,204,2.34,1.12,0.041,,
2025-05-18 16:50,4406,48,193,10307,226,2.34,1.17,0.044,,
2025-05-18 17:50,4408,50,204,10323,242,2.34,1.19,0.046,,
2025-05-18 18:50,4411,53,218,10338,257,2.34,1.18,0.049,,
2025-05-18 19:50,4416,58,234,10362,281,2.35,1.20,0.053,,
2025-05-18 20:50,4422,64,254,10390,309,2.35,1.22,0.057,,
2025-05-18 21:50,4429,71,278,10422,341,2.35,1.23,0.063,,
2025-05-18 22:50,4438,80,317,10452,371,2.36,1.17,0.071,,
2025-05-18 23:50,4447,89,363,10487,406,2.36,1.12,0.082,,
2025-05-19 0:50,4450,3,30,10510,19,2.36,0.63,0.007,,
2025-05-19 1:50,4455,8,47,10525,34,2.36,0.72,0.011,,
2025-05-19 2:50,4455,8,51,10529,38,2.36,0.75,0.011,,
2025-05-19 3:50,4455,8,51,10529,38,2.36,0.75,0.011,,
2025-05-19 4:50,4455,8,53,10529,38,2.36,0.72,0.012,,
2025-05-19 5:50,4455,8,59,10534,43,2.36,0.73,0.013,,
2025-05-19 6:50,4458,11,80,10540,49,2.36,0.61,0.018,,
2025-05-19 7:50,4462,15,101,10549,58,2.36,0.57,0.023,,
2025-05-19 8:50,4467,20,128,10565,74,2.37,0.58,0.029,,
