일자,전체사용자,신규사용자,오늘사용자,전체 채팅세션,오늘 신규 채팅세션,전체채팅/전체사용자,오늘채팅/오늘사용자,오늘사용자/전체사용자,
2025-06-12 14:50,8193,65,813,28163,480,3.44,0.59,0.099,,
2025-06-12 15:50,8208,80,884,28238,555,3.44,0.63,0.108,,
2025-06-12 16:50,8216,88,937,28283,600,3.44,0.64,0.114,,
2025-06-12 17:50,8223,95,981,28324,641,3.44,0.65,0.119,,
2025-06-12 18:50,8229,101,1021,28348,665,3.44,0.65,0.124,,
2025-06-12 19:50,8233,105,1056,28383,700,3.45,0.66,0.128,,
2025-06-12 20:50,8233,105,1093,28408,725,3.45,0.66,0.133,,
2025-06-12 21:50,8236,108,1143,28450,767,3.45,0.67,0.139,,
2025-06-12 22:50,8237,109,1187,28496,813,3.46,0.68,0.144,,
2025-06-12 23:50,8238,110,1234,28565,882,3.47,0.71,0.15,,
2025-06-13 0:50,8242,3,43,28586,14,3.47,0.33,0.005,,
2025-06-13 1:50,8242,3,63,28592,20,3.47,0.32,0.008,,
2025-06-13 2:50,8242,3,74,28597,25,3.47,0.34,0.009,,
2025-06-13 4:55,8242,3,86,28604,32,3.47,0.37,0.01,,
2025-06-13 4:58,8243,4,87,28606,34,3.47,0.39,0.011,,
2025-06-13 5:50,8243,4,98,28615,43,3.47,0.44,0.012,,
2025-06-13 6:50,8245,6,122,28626,54,3.47,0.44,0.015,,
2025-06-13 7:50,8247,8,183,28645,73,3.47,0.40,0.022,,
2025-06-13 8:50,8260,21,296,28681,109,3.47,0.37,0.036,,
2025-06-13 9:51,8265,26,384,28719,147,3.47,0.38,0.046,,
2025-06-13 10:50,8267,28,449,28762,190,3.48,0.42,0.054,,
2025-06-13 11:50,8272,33,496,28794,222,3.48,0.45,0.06,,
2025-06-13 12:50,8277,38,538,28823,251,3.48,0.47,0.065,,
2025-06-13 13:50,8280,41,577,28866,294,3.49,0.51,0.07,,
2025-06-13 14:50,8291,52,634,28908,336,3.49,0.53,0.076,,
2025-06-13 15:50,8302,63,684,28958,386,3.49,0.56,0.082,,
2025-06-13 16:50,8314,75,734,28997,425,3.49,0.58,0.088,,
2025-06-13 17:50,8319,80,787,29026,454,3.49,0.58,0.095,,
2025-06-13 18:50,8326,87,820,29051,479,3.49,0.58,0.098,,
2025-06-13 19:50,8330,91,851,29071,499,3.49,0.59,0.102,,
2025-06-13 20:50,8335,96,878,29090,518,3.49,0.59,0.105,,
2025-06-13 21:50,8338,99,909,29120,548,3.49,0.60,0.109,,
2025-06-13 22:50,8340,101,936,29146,574,3.49,0.61,0.112,,
2025-06-13 23:50,8342,103,963,29190,618,3.50,0.64,0.115,,
2025-06-14 0:51,8343,1,29,29210,18,3.50,0.62,0.003,,
2025-06-14 1:50,8344,2,44,29223,31,3.50,0.70,0.005,,
2025-06-14 2:50,8346,4,59,29236,44,3.50,0.75,0.007,,
2025-06-14 3:50,8348,6,67,29238,46,3.50,0.69,0.008,,
2025-06-14 4:50,8349,7,75,29238,46,3.50,0.61,0.009,,
2025-06-14 5:50,8351,9,81,29241,49,3.50,0.60,0.01,,
2025-06-14 6:50,8352,10,93,29243,51,3.50,0.55,0.011,,
2025-06-14 7:50,8355,13,108,29253,61,3.50,0.56,0.013,,
2025-06-14 8:50,8358,16,130,29270,78,3.50,0.60,0.016,,
2025-06-14 9:50,8358,16,160,29291,99,3.50,0.62,0.019,,
2025-06-14 10:50,8358,16,192,29317,125,3.51,0.65,0.023,,
2025-06-14 11:50,8361,19,224,29343,151,3.51,0.67,0.027,,
2025-06-14 12:50,8364,22,254,29363,171,3.51,0.67,0.03,,
2025-06-14 13:50,8367,25,297,29390,198,3.51,0.67,0.035,,
2025-06-14 14:50,8370,28,334,29409,217,3.51,0.65,0.04,,
2025-06-14 15:50,8376,34,369,29448,256,3.52,0.69,0.044,,
2025-06-14 16:50,8380,38,401,29479,287,3.52,0.72,0.048,,
2025-06-14 17:50,8385,43,440,29513,321,3.52,0.73,0.052,,
2025-06-14 18:50,8388,46,460,29534,342,3.52,0.74,0.055,,
2025-06-14 19:50,8390,48,475,29546,354,3.52,0.75,0.057,,
2025-06-14 20:50,8393,51,499,29569,377,3.52,0.76,0.059,,
2025-06-14 21:50,8394,52,533,29598,406,3.53,0.76,0.063,,
2025-06-14 22:50,8400,58,569,29629,437,3.53,0.77,0.068,,
2025-06-14 23:50,8401,59,594,29663,471,3.53,0.79,0.071,,
2025-06-15 0:50,8406,5,36,29694,22,3.53,0.61,0.004,,
2025-06-15 1:50,8406,5,53,29704,32,3.53,0.60,0.006,,
2025-06-15 2:50,8406,5,66,29715,43,3.53,0.65,0.008,,
2025-06-15 3:50,8406,5,70,29715,43,3.53,0.61,0.008,,
2025-06-15 4:50,8407,6,71,29715,43,3.53,0.61,0.008,,
2025-06-15 5:50,8407,6,74,29715,43,3.53,0.58,0.009,,
2025-06-15 6:50,8407,6,83,29720,48,3.54,0.58,0.01,,
2025-06-15 7:50,8410,9,97,29727,55,3.53,0.57,0.012,,
2025-06-15 8:50,8412,11,124,29740,68,3.54,0.55,0.015,,
2025-06-15 9:50,8415,14,160,29752,80,3.54,0.50,0.019,,
2025-06-15 10:51,8419,18,194,29768,96,3.54,0.49,0.023,,
2025-06-15 11:51,8420,19,225,29787,115,3.54,0.51,0.027,,
2025-06-15 12:50,8423,22,256,29814,142,3.54,0.55,0.03,,
2025-06-15 13:50,8427,26,296,29857,185,3.54,0.63,0.035,,
2025-06-15 14:50,8431,30,334,29890,218,3.55,0.65,0.04,,
2025-06-15 15:50,8435,34,365,29938,266,3.55,0.73,0.043,,
2025-06-15 16:50,8441,40,397,29961,289,3.55,0.73,0.047,,
2025-06-15 17:50,8443,42,423,29998,326,3.55,0.77,0.05,,
2025-06-15 18:50,8446,45,449,30023,351,3.55,0.78,0.053,,
2025-06-15 19:50,8449,48,484,30057,385,3.56,0.80,0.057,,
2025-06-15 20:50,8457,56,519,30105,433,3.56,0.83,0.061,,
2025-06-15 21:50,8460,59,562,30148,476,3.56,0.85,0.066,,
2025-06-15 22:50,8464,63,618,30212,540,3.57,0.87,0.073,,
2025-06-15 23:50,8468,67,673,30259,587,3.57,0.87,0.079,,
2025-06-16 0:50,8473,4,43,30290,20,3.57,0.47,0.005,,
2025-06-16 1:50,8474,5,57,30297,27,3.58,0.47,0.007,,
2025-06-16 2:50,8475,6,66,30306,36,3.58,0.55,0.008,,
2025-06-16 3:50,8475,6,73,30311,41,3.58,0.56,0.009,,
2025-06-16 4:50,8475,6,80,30313,43,3.58,0.54,0.009,,
2025-06-16 5:50,8475,6,88,30319,49,3.58,0.56,0.01,,
2025-06-16 6:50,8475,6,108,30327,57,3.58,0.53,0.013,,
2025-06-16 7:50,8477,8,152,30337,67,3.58,0.44,0.018,,
2025-06-16 8:50,8481,12,225,30354,84,3.58,0.37,0.027,,
2025-06-16 9:50,8484,15,316,30395,125,3.58,0.40,0.037,,
2025-06-16 10:50,8490,21,390,30437,167,3.59,0.43,0.046,,
2025-06-16 11:50,8500,31,468,30501,231,3.59,0.49,0.055,,
2025-06-16 12:50,8507,38,526,30542,272,3.59,0.52,0.062,,
2025-06-16 13:50,8511,42,590,30590,320,3.59,0.54,0.069,,
2025-06-16 14:50,8515,46,644,30651,381,3.60,0.59,0.076,,
2025-06-16 15:50,8523,54,703,30701,431,3.60,0.61,0.082,,
2025-06-16 16:50,8531,62,775,30759,489,3.61,0.63,0.091,,
2025-06-16 17:50,8541,72,824,30803,533,3.61,0.65,0.096,,
2025-06-16 18:50,8542,73,859,30829,559,3.61,0.65,0.101,,
2025-06-16 19:50,8547,78,899,30856,586,3.61,0.65,0.105,,
2025-06-16 20:50,8553,84,943,30890,620,3.61,0.66,0.11,,
2025-06-16 21:50,8557,88,1000,30939,669,3.62,0.67,0.117,,
2025-06-16 22:50,8569,100,1071,31024,754,3.62,0.70,0.125,,
2025-06-16 23:50,8576,107,1142,31105,835,3.63,0.73,0.133,,
2025-06-17 0:50,8580,3,56,31151,32,3.63,0.57,0.007,,
2025-06-17 1:50,8583,6,79,31163,44,3.63,0.56,0.009,,
2025-06-17 2:50,8584,7,94,31176,57,3.63,0.61,0.011,,
2025-06-17 3:50,8586,9,103,31182,63,3.63,0.61,0.012,,
2025-06-17 4:50,8586,9,109,31182,63,3.63,0.58,0.013,,
2025-06-17 5:50,8590,13,123,31192,73,3.63,0.59,0.014,,
2025-06-17 6:50,8591,14,146,31203,84,3.63,0.58,0.017,,
2025-06-17 7:50,8602,25,211,31236,117,3.63,0.55,0.025,,
2025-06-17 8:50,8616,39,345,31299,180,3.63,0.52,0.04,,
2025-06-17 9:51,8624,47,429,31346,227,3.63,0.53,0.05,,
2025-06-17 10:50,8635,58,505,31406,287,3.64,0.57,0.058,,
2025-06-17 11:50,8644,67,562,31471,352,3.64,0.63,0.065,,
2025-06-17 12:50,8653,76,616,31514,395,3.64,0.64,0.071,,
2025-06-17 13:51,8658,81,656,31555,436,3.64,0.66,0.076,,
2025-06-17 14:50,8662,85,705,31602,483,3.65,0.69,0.081,,
2025-06-17 15:50,8668,91,750,31640,521,3.65,0.69,0.087,,
2025-06-17 16:50,8672,95,798,31687,568,3.65,0.71,0.092,,
2025-06-17 17:50,8679,102,845,31739,620,3.66,0.73,0.097,,
2025-06-17 18:50,8683,106,878,31770,651,3.66,0.74,0.101,,
2025-06-17 19:50,8685,108,906,31797,678,3.66,0.75,0.104,,
2025-06-17 20:50,8689,112,946,31830,711,3.66,0.75,0.109,,
2025-06-17 21:50,8694,117,991,31874,755,3.67,0.76,0.114,,
2025-06-17 22:50,8696,119,1046,31924,805,3.67,0.77,0.12,,
2025-06-17 23:50,8700,123,1096,31973,854,3.68,0.78,0.126,,
2025-06-18 0:50,8704,3,59,32005,25,3.68,0.42,0.007,,
2025-06-18 1:50,8706,5,83,32016,36,3.68,0.43,0.01,,
2025-06-18 2:50,8707,6,98,32026,46,3.68,0.47,0.011,,
2025-06-18 3:50,8708,7,105,32028,48,3.68,0.46,0.012,,
2025-06-18 4:50,8709,8,112,32033,53,3.68,0.47,0.013,,
2025-06-18 5:50,8709,8,117,32038,58,3.68,0.50,0.013,,
2025-06-18 6:50,8711,10,143,32060,80,3.68,0.56,0.016,,
2025-06-18 7:50,8714,13,204,32084,104,3.68,0.51,0.023,,
2025-06-18 8:50,8718,17,315,32123,143,3.68,0.45,0.036,,
2025-06-18 9:50,8722,21,414,32174,194,3.69,0.47,0.047,,
2025-06-18 10:50,8731,30,506,32235,255,3.69,0.50,0.058,,
2025-06-18 11:50,8739,38,586,32288,308,3.69,0.53,0.067,,
2025-06-18 12:50,8740,39,624,32328,348,3.70,0.56,0.071,,
2025-06-18 13:50,8742,41,669,32380,400,3.70,0.60,0.077,,
2025-06-18 14:50,8745,44,723,32437,457,3.71,0.63,0.083,,
2025-06-18 15:50,8751,50,769,32472,492,3.71,0.64,0.088,,
2025-06-18 16:50,8757,56,827,32528,548,3.71,0.66,0.094,,
2025-06-18 17:50,8758,57,880,32563,583,3.72,0.66,0.1,,
2025-06-18 18:50,8763,62,922,32604,624,3.72,0.68,0.105,,
2025-06-18 19:50,8767,66,963,32637,657,3.72,0.68,0.11,,
2025-06-18 20:50,8768,67,991,32666,686,3.73,0.69,0.113,,
2025-06-18 21:50,8770,69,1032,32699,719,3.73,0.70,0.118,,
2025-06-18 22:50,8775,74,1086,32740,760,3.73,0.70,0.124,,
2025-06-18 23:50,8780,79,1125,32781,801,3.73,0.71,0.128,,
2025-06-19 0:50,8786,5,52,32817,29,3.74,0.56,0.006,,
2025-06-19 1:50,8788,7,85,32833,45,3.74,0.53,0.01,,
2025-06-19 2:50,8788,7,90,32845,57,3.74,0.63,0.01,,
2025-06-19 3:50,8789,8,101,32849,61,3.74,0.60,0.011,,
2025-06-19 4:51,8790,9,111,32854,66,3.74,0.59,0.013,,
2025-06-19 5:50,8792,11,124,32864,76,3.74,0.61,0.014,,
2025-06-19 6:50,8795,14,153,32880,92,3.74,0.60,0.017,,
2025-06-19 7:50,8797,16,212,32904,116,3.74,0.55,0.024,,
2025-06-19 8:50,8798,17,298,32929,141,3.74,0.47,0.034,,
2025-06-19 9:50,8806,25,395,32978,190,3.74,0.48,0.045,,
2025-06-19 10:50,8811,30,473,33036,248,3.75,0.52,0.054,,
2025-06-19 11:50,8818,37,535,33099,311,3.75,0.58,0.061,,
2025-06-19 12:50,8826,45,586,33145,357,3.76,0.61,0.066,,
2025-06-19 13:50,8828,47,635,33202,414,3.76,0.65,0.072,,
2025-06-19 14:50,8837,56,687,33244,456,3.76,0.66,0.078,,
2025-06-19 15:50,8842,61,736,33328,540,3.77,0.73,0.083,,
2025-06-19 16:50,8851,70,804,33395,607,3.77,0.75,0.091,,
2025-06-19 17:50,8854,73,846,33443,655,3.78,0.77,0.096,,
2025-06-19 18:50,8862,81,884,33480,692,3.78,0.78,0.1,,
2025-06-19 19:50,8863,82,928,33513,725,3.78,0.78,0.105,,
2025-06-19 20:50,8868,87,964,33558,770,3.78,0.80,0.109,,
2025-06-19 21:50,8874,93,1004,33595,807,3.79,0.80,0.113,,
2025-06-19 22:50,8877,96,1053,33649,861,3.79,0.82,0.119,,
2025-06-19 23:50,8880,99,1097,33706,918,3.80,0.84,0.124,,
2025-06-20 0:50,8884,3,52,33745,29,3.80,0.56,0.006,,
2025-06-20 1:50,8885,4,71,33761,45,3.80,0.63,0.008,,
2025-06-20 2:50,8886,5,78,33764,48,3.80,0.62,0.009,,
2025-06-20 3:50,8886,5,83,33766,50,3.80,0.60,0.009,,
2025-06-20 4:50,8886,5,92,33770,54,3.80,0.59,0.01,,
2025-06-20 5:50,8886,5,103,33774,58,3.80,0.56,0.012,,
2025-06-20 6:50,8886,5,121,33780,64,3.80,0.53,0.014,,
2025-06-20 7:50,8888,7,181,33802,86,3.80,0.48,0.02,,
2025-06-20 8:50,8891,10,276,33835,119,3.81,0.43,0.031,,
2025-06-20 9:50,8896,15,369,33887,171,3.81,0.46,0.041,,
2025-06-20 11:50,8937,56,603,34069,353,3.81,0.59,0.067,,
2025-06-20 12:50,8946,65,671,34138,422,3.82,0.63,0.075,,
2025-06-20 13:50,8965,84,754,34223,507,3.82,0.67,0.084,,
2025-06-20 14:50,8985,104,821,34280,564,3.82,0.69,0.091,,
2025-06-20 15:50,8999,118,873,34335,619,3.82,0.71,0.097,,
2025-06-20 16:50,9006,125,924,34397,681,3.82,0.74,0.103,,
2025-06-20 17:50,9016,135,970,34443,727,3.82,0.75,0.108,,
2025-06-20 18:50,9025,144,1016,34473,757,3.82,0.75,0.113,,
2025-06-20 19:50,9028,147,1047,34490,774,3.82,0.74,0.116,,
2025-06-20 20:50,9032,151,1074,34523,807,3.82,0.75,0.119,,
2025-06-20 21:50,9038,157,1113,34555,839,3.82,0.75,0.123,,
2025-06-20 22:50,9045,164,1158,34592,876,3.82,0.76,0.128,,
2025-06-20 23:50,9049,168,1195,34632,916,3.83,0.77,0.132,,
2025-06-21 0:50,9051,2,39,34656,21,3.83,0.54,0.004,,
2025-06-21 1:50,9053,4,68,34676,41,3.83,0.60,0.008,,
2025-06-21 2:50,9054,5,76,34682,47,3.83,0.62,0.008,,
2025-06-21 3:50,9054,5,80,34684,49,3.83,0.61,0.009,,
2025-06-21 4:50,9054,5,80,34685,50,3.83,0.63,0.009,,
2025-06-21 5:50,9056,7,89,34687,52,3.83,0.58,0.01,,
2025-06-21 6:50,9058,9,112,34699,64,3.83,0.57,0.012,,
2025-06-21 7:50,9059,10,127,34702,67,3.83,0.53,0.014,,
2025-06-21 8:50,9064,15,164,34720,85,3.83,0.52,0.018,,
2025-06-21 9:50,9067,18,202,34739,104,3.83,0.51,0.022,,
2025-06-21 10:50,9073,24,255,34770,135,3.83,0.53,0.028,,
2025-06-21 11:50,9078,29,304,34811,176,3.83,0.58,0.033,,
2025-06-21 12:50,9085,36,348,34850,215,3.84,0.62,0.038,,
2025-06-21 13:50,9089,40,385,34885,250,3.84,0.65,0.042,,
2025-06-21 14:50,9093,44,428,34921,286,3.84,0.67,0.047,,
2025-06-21 15:50,9095,46,464,34955,320,3.84,0.69,0.051,,
2025-06-21 16:50,9104,55,504,35002,367,3.84,0.73,0.055,,
2025-06-21 17:50,9112,63,531,35035,400,3.84,0.75,0.058,,
2025-06-21 18:50,9119,70,563,35073,438,3.85,0.78,0.062,,
2025-06-21 19:50,9120,71,587,35090,455,3.85,0.78,0.064,,
2025-06-21 20:50,9122,73,608,35108,473,3.85,0.78,0.067,,
2025-06-21 21:50,9126,77,632,35139,504,3.85,0.80,0.069,,
2025-06-21 22:50,9131,82,670,35182,547,3.85,0.82,0.073,,
2025-06-21 23:50,9134,85,699,35222,587,3.86,0.84,0.077,,
2025-06-22 0:50,9137,3,32,35236,13,3.86,0.41,0.004,,
2025-06-22 1:50,9140,6,52,35245,22,3.86,0.42,0.006,,
2025-06-22 2:50,9142,8,65,35251,28,3.86,0.43,0.007,,
2025-06-22 3:50,9143,9,72,35257,34,3.86,0.47,0.008,,
2025-06-22 4:50,9143,9,74,35258,35,3.86,0.47,0.008,,
2025-06-22 5:50,9143,9,81,35260,37,3.86,0.46,0.009,,
2025-06-22 6:50,9144,10,95,35265,42,3.86,0.44,0.01,,
2025-06-22 7:50,9146,12,112,35272,49,3.86,0.44,0.012,,
2025-06-22 8:50,9151,17,142,35286,63,3.86,0.44,0.016,,
2025-06-22 9:50,9156,22,178,35307,84,3.86,0.47,0.019,,
2025-06-22 10:50,9157,23,203,35323,100,3.86,0.49,0.022,,
2025-06-22 11:50,9162,28,239,35345,122,3.86,0.51,0.026,,
2025-06-22 12:50,9166,32,277,35361,138,3.86,0.50,0.03,,
2025-06-22 13:50,9170,36,307,35386,163,3.86,0.53,0.033,,
2025-06-22 14:50,9172,38,349,35420,197,3.86,0.56,0.038,,
2025-06-22 15:50,9175,41,381,35462,239,3.87,0.63,0.042,,
2025-06-22 16:50,9183,49,417,35499,276,3.87,0.66,0.045,,
2025-06-22 17:50,9185,51,458,35540,317,3.87,0.69,0.05,,
2025-06-22 18:50,9188,54,482,35558,335,3.87,0.70,0.052,,
2025-06-22 19:50,9192,58,514,35583,360,3.87,0.70,0.056,,
2025-06-22 20:50,9193,59,547,35621,398,3.87,0.73,0.06,,
2025-06-22 21:50,9200,66,588,35663,440,3.88,0.75,0.064,,
2025-06-22 22:50,9206,72,646,35715,492,3.88,0.76,0.07,,
2025-06-22 23:50,9212,78,687,35747,524,3.88,0.76,0.075,,
2025-06-23 0:50,9216,4,29,35768,14,3.88,0.48,0.003,,
2025-06-23 1:50,9216,4,44,35777,23,3.88,0.52,0.005,,
2025-06-23 2:50,9216,4,48,35781,27,3.88,0.56,0.005,,
2025-06-23 3:50,9217,5,54,35791,37,3.88,0.69,0.006,,
2025-06-23 4:50,9218,6,61,35792,38,3.88,0.62,0.007,,
2025-06-23 5:50,9218,6,68,35797,43,3.88,0.63,0.007,,
2025-06-23 6:50,9220,8,88,35810,56,3.88,0.64,0.01,,
2025-06-23 7:50,9222,10,141,35831,77,3.89,0.55,0.015,,
2025-06-23 8:50,9245,33,304,35927,173,3.89,0.57,0.033,,
2025-06-23 9:50,9261,49,446,36014,260,3.89,0.58,0.048,,
2025-06-23 10:50,9277,65,557,36130,376,3.89,0.68,0.06,,
2025-06-23 11:50,9286,74,653,36235,481,3.90,0.74,0.07,,
2025-06-23 12:50,9296,84,723,36313,559,3.91,0.77,0.078,,
2025-06-23 13:50,9300,88,782,36382,628,3.91,0.80,0.084,,
2025-06-23 14:50,9310,98,849,36472,718,3.92,0.85,0.091,,
2025-06-23 15:50,9318,106,911,36566,812,3.92,0.89,0.098,,
2025-06-23 16:50,9334,122,987,36643,889,3.93,0.90,0.106,,
2025-06-23 17:50,9344,132,1059,36719,965,3.93,0.91,0.113,,
2025-06-23 18:50,9353,141,1113,36759,1005,3.93,0.90,0.119,,
2025-06-23 19:50,9365,153,1180,36829,1075,3.93,0.91,0.126,,
2025-06-23 20:50,9380,168,1267,36918,1164,3.94,0.92,0.135,,
2025-06-23 21:50,9393,181,1349,37020,1266,3.94,0.94,0.144,,
2025-06-23 22:50,9410,198,1461,37126,1372,3.95,0.94,0.155,,
2025-06-23 23:50,9425,213,1534,37255,1501,3.95,0.98,0.163,,
2025-06-24 0:50,9435,8,91,37323,51,3.96,0.56,0.01,,
2025-06-24 1:50,9437,10,134,37366,94,3.96,0.70,0.014,,
2025-06-24 2:57,9439,12,147,37376,104,3.96,0.71,0.016,,
2025-06-24 3:50,9442,15,158,37380,108,3.96,0.68,0.017,,
2025-06-24 4:50,9443,16,165,37385,113,3.96,0.68,0.017,,
2025-06-24 5:50,9447,20,184,37394,122,3.96,0.66,0.019,,
2025-06-24 6:50,9455,28,239,37422,150,3.96,0.63,0.025,,
2025-06-24 7:50,9467,40,323,37474,202,3.96,0.63,0.034,,
2025-06-24 8:50,9479,52,479,37559,287,3.96,0.60,0.051,,
2025-06-24 9:50,9489,62,591,37634,362,3.97,0.61,0.062,,
2025-06-24 10:50,9501,74,687,37718,446,3.97,0.65,0.072,,
2025-06-24 11:50,9508,81,762,37802,530,3.98,0.70,0.08,,
2025-06-24 12:50,9513,86,818,37858,586,3.98,0.72,0.086,,
2025-06-24 13:50,9524,97,888,37953,681,3.98,0.77,0.093,,
2025-06-24 14:50,9528,101,944,38025,753,3.99,0.80,0.099,,
2025-06-24 15:50,9531,104,996,38078,806,4.00,0.81,0.105,,
2025-06-24 16:50,9538,111,1074,38129,857,4.00,0.80,0.113,,
2025-06-24 17:50,9549,122,1142,38200,928,4.00,0.81,0.12,,